v8-version,6,2,414,54,0
shared-library,"/usr/local/bin/node",0x100001800,0x100ba3aaa,0
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff3629d860,0x7fff364909ac,242761728
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff5c35f94a,0x7fff5c35fb2e,242761728
shared-library,"/usr/lib/libc++.1.dylib",0x7fff5c593f40,0x7fff5c5db2b0,242761728
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff5bfe8f08,0x7fff5bfe990c,242761728
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff5d0bdfd0,0x7fff5d2752e6,242761728
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff5da0e000,0x7fff5da2f65a,242761728
shared-library,"/usr/lib/libz.1.dylib",0x7fff5e4242d0,0x7fff5e42fbe5,242761728
shared-library,"/usr/lib/system/libcache.dylib",0x7fff5e4d1b08,0x7fff5e4d456d,242761728
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff5e4d6c14,0x7fff5e4dfde1,242761728
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff5e4e1ef4,0x7fff5e4e6a8b,242761728
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff5e4ea09c,0x7fff5e4f12dc,242761728
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff5e4f3e80,0x7fff5e558ab9,242761728
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff5e601a58,0x7fff5e62c9ce,242761728
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff5e63b014,0x7fff5e653410,242761728
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff5e658a51,0x7fff5e658e80,242761728
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff5e666fc0,0x7fff5e666fc0,242761728
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff5e6676e8,0x7fff5e66b9dc,242761728
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff5e66d26e,0x7fff5e66eb42,242761728
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff5e66f944,0x7fff5e670c73,242761728
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff5e672748,0x7fff5e687150,242761728
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff5e68985d,0x7fff5e689d0e,242761728
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff5e68b100,0x7fff5e70c18f,242761728
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff5e714e04,0x7fff5e7176c0,242761728
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff5e7192d0,0x7fff5e71b3eb,242761728
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff5e71cfda,0x7fff5e71dc44,242761728
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff5e71ef3c,0x7fff5e7234cd,242761728
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff5e7261f0,0x7fff5e76b41e,242761728
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff5e797140,0x7fff5e7c7143,242761728
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff5e7e3250,0x7fff5e7fc31f,242761728
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff5e803e50,0x7fff5e905068,242761728
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff5e933cff,0x7fff5e93b82e,242761728
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff5e93f148,0x7fff5e94783e,242761728
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff5e95d040,0x7fff5e95f52d,242761728
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff5e960a1f,0x7fff5e961588,242761728
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff5e76ff10,0x7fff5e78d75d,242761728
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff5e948820,0x7fff5e94e38d,242761728
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff5e950f78,0x7fff5e95910e,242761728
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff5e962938,0x7fff5e96831e,242761728
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff5e96b094,0x7fff5e97ac8d,242761728
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff5e97f96c,0x7fff5e9842a7,242761728
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff5e986d08,0x7fff5e9a792a,242761728
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff5be24e80,0x7fff5be4f689,242761728
shared-library,"/usr/lib/libc++abi.dylib",0x7fff5c5eb600,0x7fff5c609d64,242761728
tick,0x11114caa8,600,0,0x0,4
profiler,"begin",1000
tick,0x7fff5e94cfc9,1918,0,0x0,4
tick,0x7fff5e94d060,3168,0,0x0,4
code-creation,Builtin,5,4023,0x34134139fee0,15,"ConsoleClear"
code-creation,Builtin,5,4023,0x34134139ff60,15,"ConsoleCount"
code-creation,Builtin,5,4024,0x34134139ffe0,236,"FastConsoleAssert"
code-creation,Builtin,5,4024,0x3413413a0140,15,"ConsoleAssert"
code-creation,Builtin,5,4027,0x3413413a01c0,15,"ConsoleMarkTimeline"
code-creation,Builtin,5,4028,0x3413413a0240,15,"ConsoleProfile"
code-creation,Builtin,5,4029,0x3413413a02c0,15,"ConsoleProfileEnd"
code-creation,Builtin,5,4029,0x3413413a0340,15,"ConsoleTimeline"
code-creation,Builtin,5,4030,0x3413413a03c0,15,"ConsoleTimelineEnd"
code-creation,Builtin,5,4030,0x3413413a0440,15,"ConsoleTime"
code-creation,Builtin,5,4031,0x3413413a04c0,15,"ConsoleTimeEnd"
code-creation,Builtin,5,4032,0x3413413a0540,15,"ConsoleTimeStamp"
code-creation,Builtin,5,4032,0x3413413a05c0,15,"ConsoleContext"
code-creation,Builtin,5,4033,0x3413413a0640,15,"ArrayBufferConstructor"
code-creation,Builtin,5,4033,0x3413413a06c0,15,"ArrayBufferConstructor_ConstructStub"
code-creation,Builtin,5,4034,0x3413413a0740,15,"ArrayBufferIsView"
code-creation,Builtin,5,4035,0x3413413a07c0,15,"ArrayBufferPrototypeGetByteLength"
code-creation,Builtin,5,4035,0x3413413a0840,15,"ArrayBufferPrototypeSlice"
code-creation,Builtin,5,4036,0x3413413a08c0,15,"ArrayBufferConstructor_DoNotInitialize"
code-creation,Builtin,5,4037,0x3413413a0940,15,"SharedArrayBufferPrototypeGetByteLength"
code-creation,Builtin,5,4037,0x3413413a09c0,15,"SharedArrayBufferPrototypeSlice"
code-creation,Builtin,5,4038,0x3413413a0a40,1344,"AtomicsLoad"
code-creation,Builtin,5,4039,0x3413413a0fe0,1880,"AtomicsStore"
code-creation,Builtin,5,4039,0x3413413a17a0,2104,"AtomicsAdd"
code-creation,Builtin,5,4040,0x3413413a2040,2104,"AtomicsSub"
code-creation,Builtin,5,4041,0x3413413a28e0,2104,"AtomicsAnd"
code-creation,Builtin,5,4041,0x3413413a3180,2104,"AtomicsOr"
code-creation,Builtin,5,4042,0x3413413a3a20,2104,"AtomicsXor"
code-creation,Builtin,5,4042,0x3413413a42c0,2032,"AtomicsExchange"
code-creation,Builtin,5,4043,0x3413413a4b20,2768,"AtomicsCompareExchange"
code-creation,Builtin,5,4044,0x3413413a5660,15,"AtomicsIsLockFree"
code-creation,Builtin,5,4044,0x3413413a56e0,15,"AtomicsWait"
code-creation,Builtin,5,4045,0x3413413a5760,15,"AtomicsWake"
code-creation,Builtin,5,4045,0x3413413a57e0,15,"TypedArrayPrototypeBuffer"
code-creation,Builtin,5,4046,0x3413413a5860,111,"TypedArrayPrototypeByteLength"
code-creation,Builtin,5,4047,0x3413413a5940,111,"TypedArrayPrototypeByteOffset"
code-creation,Builtin,5,4047,0x3413413a5a20,111,"TypedArrayPrototypeLength"
code-creation,Builtin,5,4048,0x3413413a5b00,558,"TypedArrayPrototypeEntries"
code-creation,Builtin,5,4049,0x3413413a5da0,414,"TypedArrayPrototypeKeys"
code-creation,Builtin,5,4049,0x3413413a5fa0,558,"TypedArrayPrototypeValues"
code-creation,Builtin,5,4050,0x3413413a6240,15,"TypedArrayPrototypeCopyWithin"
code-creation,Builtin,5,4051,0x3413413a62c0,3560,"TypedArrayPrototypeEvery"
code-creation,Builtin,5,4052,0x3413413a7120,15,"TypedArrayPrototypeFill"
code-creation,Builtin,5,4052,0x3413413a71a0,2728,"TypedArrayPrototypeForEach"
code-creation,Builtin,5,4053,0x3413413a7cc0,15,"TypedArrayPrototypeIncludes"
code-creation,Builtin,5,4053,0x3413413a7d40,15,"TypedArrayPrototypeIndexOf"
code-creation,Builtin,5,4054,0x3413413a7dc0,15,"TypedArrayPrototypeLastIndexOf"
code-creation,Builtin,5,4055,0x3413413a7e40,8752,"TypedArrayPrototypeMap"
code-creation,Builtin,5,4055,0x3413413aa0e0,15,"TypedArrayPrototypeReverse"
code-creation,Builtin,5,4056,0x3413413aa160,3080,"TypedArrayPrototypeReduce"
code-creation,Builtin,5,4057,0x3413413aade0,3352,"TypedArrayPrototypeReduceRight"
code-creation,Builtin,5,4057,0x3413413abb60,15,"TypedArrayPrototypeSlice"
code-creation,Builtin,5,4058,0x3413413abbe0,3560,"TypedArrayPrototypeSome"
code-creation,Builtin,5,4059,0x3413413aca40,563,"TypedArrayConstructByLength"
code-creation,Builtin,5,4059,0x3413413acce0,2080,"TypedArrayInitialize"
code-creation,Builtin,5,4060,0x3413413ad560,2742,"TypedArrayConstructByArrayBuffer"
code-creation,Builtin,5,4061,0x3413413ae080,972,"Add"
code-creation,Builtin,5,4061,0x3413413ae4c0,722,"GreaterThan"
code-creation,Builtin,5,4062,0x3413413ae800,276,"StringGreaterThan"
code-creation,Builtin,5,4062,0x3413413ae980,485,"Modulus"
code-creation,Builtin,5,4063,0x3413413aebe0,1716,"Equal"
code-creation,Builtin,5,4066,0x3413413af300,87,"StringToNumber"
code-creation,Builtin,5,4067,0x3413413af3c0,381,"Subtract"
code-creation,Builtin,5,4067,0x3413413af5a0,722,"LessThan"
code-creation,Builtin,5,4068,0x3413413af8e0,276,"StringLessThan"
code-creation,Builtin,5,4069,0x3413413afa60,449,"Divide"
code-creation,Builtin,5,4069,0x3413413afca0,1184,"TypedArrayInitializeWithBuffer"
code-creation,Builtin,5,4070,0x3413413b01a0,1181,"TypedArrayConstructByArrayLike"
code-creation,Builtin,5,4071,0x3413413b06a0,15,"DataViewConstructor"
code-creation,Builtin,5,4071,0x3413413b0720,15,"DataViewConstructor_ConstructStub"
code-creation,Builtin,5,4072,0x3413413b07a0,15,"DataViewPrototypeGetBuffer"
code-creation,Builtin,5,4072,0x3413413b0820,15,"DataViewPrototypeGetByteLength"
code-creation,Builtin,5,4073,0x3413413b08a0,15,"DataViewPrototypeGetByteOffset"
code-creation,Builtin,5,4074,0x3413413b0920,15,"DataViewPrototypeGetInt8"
code-creation,Builtin,5,4074,0x3413413b09a0,15,"DataViewPrototypeSetInt8"
code-creation,Builtin,5,4075,0x3413413b0a20,15,"DataViewPrototypeGetUint8"
code-creation,Builtin,5,4076,0x3413413b0aa0,15,"DataViewPrototypeSetUint8"
code-creation,Builtin,5,4076,0x3413413b0b20,15,"DataViewPrototypeGetInt16"
code-creation,Builtin,5,4077,0x3413413b0ba0,15,"DataViewPrototypeSetInt16"
code-creation,Builtin,5,4077,0x3413413b0c20,15,"DataViewPrototypeGetUint16"
code-creation,Builtin,5,4078,0x3413413b0ca0,15,"DataViewPrototypeSetUint16"
code-creation,Builtin,5,4079,0x3413413b0d20,15,"DataViewPrototypeGetInt32"
code-creation,Builtin,5,4079,0x3413413b0da0,15,"DataViewPrototypeSetInt32"
code-creation,Builtin,5,4080,0x3413413b0e20,15,"DataViewPrototypeGetUint32"
code-creation,Builtin,5,4081,0x3413413b0ea0,15,"DataViewPrototypeSetUint32"
code-creation,Builtin,5,4081,0x3413413b0f20,15,"DataViewPrototypeGetFloat32"
code-creation,Builtin,5,4082,0x3413413b0fa0,15,"DataViewPrototypeSetFloat32"
code-creation,Builtin,5,4083,0x3413413b1020,15,"DataViewPrototypeGetFloat64"
code-creation,Builtin,5,4083,0x3413413b10a0,15,"DataViewPrototypeSetFloat64"
code-creation,Builtin,5,4084,0x3413413b1120,2672,"MapConstructor"
code-creation,Builtin,5,4084,0x3413413b1c00,158,"MapGet"
code-creation,Builtin,5,4085,0x3413413b1d00,900,"MapLookupHashIndex"
code-creation,Builtin,5,4086,0x3413413b2100,1516,"MapSet"
code-creation,Builtin,5,4086,0x3413413b2760,123,"MapHas"
code-creation,Builtin,5,4087,0x3413413b2840,1244,"MapDelete"
code-creation,Builtin,5,4088,0x3413413b2d80,15,"MapClear"
code-creation,Builtin,5,4088,0x3413413b2e00,254,"MapPrototypeEntries"
code-creation,Builtin,5,4089,0x3413413b2f60,504,"MapPrototypeForEach"
code-creation,Builtin,5,4089,0x3413413b31c0,72,"OrderedHashTableHealIndex"
code-creation,Builtin,5,4090,0x3413413b3280,254,"MapPrototypeKeys"
code-creation,Builtin,5,4091,0x3413413b33e0,99,"MapPrototypeGetSize"
code-creation,Builtin,5,4091,0x3413413b34c0,254,"MapPrototypeValues"
code-creation,Builtin,5,4092,0x3413413b3620,2472,"SetConstructor"
code-creation,Builtin,5,4093,0x3413413b4040,972,"SetHas"
code-creation,Builtin,5,4093,0x3413413b4480,1316,"SetAdd"
code-creation,Builtin,5,4094,0x3413413b4a20,1152,"SetDelete"
code-creation,Builtin,5,4094,0x3413413b4f00,15,"SetClear"
code-creation,Builtin,5,4095,0x3413413b4f80,254,"SetPrototypeEntries"
code-creation,Builtin,5,4096,0x3413413b50e0,488,"SetPrototypeForEach"
code-creation,Builtin,5,4096,0x3413413b5340,99,"SetPrototypeGetSize"
code-creation,Builtin,5,4097,0x3413413b5420,254,"SetPrototypeValues"
code-creation,Builtin,5,4097,0x3413413b5580,182,"WeakMapGet"
code-creation,Builtin,5,4098,0x3413413b56a0,316,"WeakMapLookupHashIndex"
code-creation,Builtin,5,4099,0x3413413b5840,147,"WeakMapHas"
code-creation,Builtin,5,4099,0x3413413b5940,147,"WeakSetHas"
code-creation,Builtin,5,4100,0x3413413b5a40,75,"ProxyConstructor"
code-creation,Builtin,5,4100,0x3413413b5b00,544,"ProxyConstructor_ConstructStub"
code-creation,Builtin,5,4101,0x3413413b5d80,15,"ReflectDefineProperty"
code-creation,Builtin,5,4102,0x3413413b5e00,15,"ReflectDeleteProperty"
code-creation,Builtin,5,4102,0x3413413b5e80,51,"ReflectApply"
code-creation,Builtin,5,4106,0x3413413b5f20,57,"ReflectConstruct"
code-creation,Builtin,5,4106,0x3413413b5fc0,1320,"ConstructWithArrayLike"
code-creation,Builtin,5,4107,0x3413413b6560,81,"ConstructVarargs"
code-creation,Builtin,5,4107,0x3413413b6620,15,"ReflectGet"
code-creation,Builtin,5,4108,0x3413413b66a0,15,"ReflectGetOwnPropertyDescriptor"
code-creation,Builtin,5,4109,0x3413413b6720,15,"ReflectGetPrototypeOf"
code-creation,Builtin,5,4109,0x3413413b67a0,15,"ReflectHas"
code-creation,Builtin,5,4110,0x3413413b6820,15,"ReflectIsExtensible"
code-creation,Builtin,5,4110,0x3413413b68a0,15,"ReflectOwnKeys"
code-creation,Builtin,5,4111,0x3413413b6920,15,"ReflectPreventExtensions"
code-creation,Builtin,5,4112,0x3413413b69a0,15,"ReflectSet"
code-creation,Builtin,5,4112,0x3413413b6a20,15,"ReflectSetPrototypeOf"
code-creation,Builtin,5,4113,0x3413413b6aa0,15,"HandleApiCallAsFunction"
code-creation,Builtin,5,4114,0x3413413b6b20,28,"AdaptorWithExitFrame"
code-creation,Builtin,5,4114,0x3413413b6ba0,15,"HandleApiCallAsConstructor"
code-creation,Builtin,5,4115,0x3413413b6c20,16,"InternalArrayConstructor"
code-creation,Builtin,5,4116,0x3413413b6ca0,15,"GeneratorFunctionConstructor"
code-creation,Builtin,5,4116,0x3413413b6d20,15,"AsyncGeneratorFunctionConstructor"
code-creation,Builtin,5,4117,0x3413413b6da0,956,"SetIteratorPrototypeNext"
code-creation,Builtin,5,4117,0x3413413b71c0,992,"MapIteratorPrototypeNext"
code-creation,Builtin,5,4118,0x3413413b7600,15,"UnsupportedThrower"
code-creation,Builtin,5,4119,0x3413413b7680,15,"AsyncFunctionConstructor"
code-creation,Builtin,5,4119,0x3413413b7700,972,"AsyncFunctionAwaitCaught"
code-creation,Builtin,5,4120,0x3413413b7b40,972,"AsyncFunctionAwaitUncaught"
code-creation,Builtin,5,4121,0x3413413b7f80,67,"AsyncFunctionAwaitRejectClosure"
code-creation,Builtin,5,4121,0x3413413b8040,59,"AsyncFunctionAwaitResolveClosure"
code-creation,Builtin,5,4122,0x3413413b80e0,365,"AsyncFunctionPromiseCreate"
code-creation,Builtin,5,4123,0x3413413b82c0,83,"AsyncFunctionPromiseRelease"
code-creation,Builtin,5,4123,0x3413413b8380,15,"CallSitePrototypeGetColumnNumber"
code-creation,Builtin,5,4124,0x3413413b8400,15,"CallSitePrototypeGetEvalOrigin"
code-creation,Builtin,5,4125,0x3413413b8480,15,"CallSitePrototypeGetFileName"
code-creation,Builtin,5,4125,0x3413413b8500,15,"CallSitePrototypeGetFunction"
code-creation,Builtin,5,4126,0x3413413b8580,15,"CallSitePrototypeGetFunctionName"
code-creation,Builtin,5,4126,0x3413413b8600,15,"CallSitePrototypeGetLineNumber"
code-creation,Builtin,5,4127,0x3413413b8680,15,"CallSitePrototypeGetMethodName"
code-creation,Builtin,5,4128,0x3413413b8700,15,"CallSitePrototypeGetPosition"
code-creation,Builtin,5,4128,0x3413413b8780,15,"CallSitePrototypeGetScriptNameOrSourceURL"
code-creation,Builtin,5,4129,0x3413413b8800,15,"CallSitePrototypeGetThis"
code-creation,Builtin,5,4130,0x3413413b8880,15,"CallSitePrototypeGetTypeName"
code-creation,Builtin,5,4130,0x3413413b8900,15,"CallSitePrototypeIsConstructor"
code-creation,Builtin,5,4131,0x3413413b8980,15,"CallSitePrototypeIsEval"
code-creation,Builtin,5,4131,0x3413413b8a00,15,"CallSitePrototypeIsNative"
code-creation,Builtin,5,4132,0x3413413b8a80,15,"CallSitePrototypeIsToplevel"
code-creation,Builtin,5,4133,0x3413413b8b00,15,"CallSitePrototypeToString"
code-creation,Builtin,5,4133,0x3413413b8b80,15,"GlobalDecodeURI"
code-creation,Builtin,5,4134,0x3413413b8c00,15,"GlobalDecodeURIComponent"
code-creation,Builtin,5,4135,0x3413413b8c80,15,"GlobalEncodeURI"
code-creation,Builtin,5,4135,0x3413413b8d00,15,"GlobalEncodeURIComponent"
code-creation,Builtin,5,4136,0x3413413b8d80,15,"GlobalEscape"
code-creation,Builtin,5,4136,0x3413413b8e00,15,"GlobalUnescape"
code-creation,Builtin,5,4137,0x3413413b8e80,15,"GlobalEval"
code-creation,Builtin,5,4138,0x3413413b8f00,103,"GlobalIsFinite"
code-creation,Builtin,5,4138,0x3413413b8fe0,95,"GlobalIsNaN"
code-creation,Builtin,5,4139,0x3413413b90a0,1244,"RecordWrite"
code-creation,Builtin,5,4140,0x3413413b95e0,203,"CallFunction_ReceiverIsNullOrUndefined"
code-creation,Builtin,5,4140,0x3413413b9720,123,"Call_ReceiverIsNullOrUndefined"
code-creation,Builtin,5,4143,0x3413413b9800,1168,"CallWithSpread"
code-creation,Builtin,5,4144,0x3413413b9d00,102,"CallForwardVarargs"
code-creation,Builtin,5,4145,0x3413413b9de0,102,"CallFunctionForwardVarargs"
code-creation,Builtin,5,4145,0x3413413b9ec0,1180,"ConstructWithSpread"
code-creation,Builtin,5,4146,0x3413413ba3c0,156,"ConstructForwardVarargs"
code-creation,Builtin,5,4146,0x3413413ba4c0,156,"ConstructFunctionForwardVarargs"
code-creation,Builtin,5,4147,0x3413413ba5c0,161,"JSConstructStubApi"
code-creation,Builtin,5,4148,0x3413413ba6e0,258,"JSConstructStubGenericRestrictedReturn"
code-creation,Builtin,5,4148,0x3413413ba860,408,"FastNewClosure"
code-creation,Builtin,5,4149,0x3413413baa60,223,"FastNewFunctionContextEval"
code-creation,Builtin,5,4150,0x3413413baba0,223,"FastNewFunctionContextFunction"
code-creation,Builtin,5,4150,0x3413413bace0,1184,"FastNewSloppyArguments"
code-creation,Builtin,5,4151,0x3413413bb1e0,254,"FastCloneRegExp"
code-creation,Builtin,5,4152,0x3413413bb340,1024,"FastCloneShallowArrayTrack"
code-creation,Builtin,5,4152,0x3413413bb7a0,880,"FastCloneShallowArrayDontTrack"
code-creation,Builtin,5,4153,0x3413413bbb80,586,"CreateEmptyArrayLiteral"
code-creation,Builtin,5,4153,0x3413413bbe40,506,"CreateEmptyObjectLiteral"
code-creation,Builtin,5,4154,0x3413413bc0a0,1364,"FastCloneShallowObject"
code-creation,Builtin,5,4155,0x3413413bc660,17,"InterruptCheck"
code-creation,Builtin,5,4155,0x3413413bc6e0,17,"StackCheck"
code-creation,Builtin,5,4156,0x3413413bc760,727,"StringCharAt"
code-creation,Builtin,5,4157,0x3413413bcaa0,359,"StringCharCodeAt"
code-creation,Builtin,5,4157,0x3413413bcc80,276,"StringGreaterThanOrEqual"
code-creation,Builtin,5,4158,0x3413413bce00,276,"StringLessThanOrEqual"
code-creation,Builtin,5,4158,0x3413413bcf80,718,"InterpreterEntryTrampoline"
code-creation,Builtin,5,4159,0x3413413bd2c0,89,"InterpreterPushArgsThenCall"
code-creation,Builtin,5,4160,0x3413413bd380,97,"InterpreterPushUndefinedAndArgsThenCall"
code-creation,Builtin,5,4160,0x3413413bd460,89,"InterpreterPushArgsThenCallFunction"
code-creation,Builtin,5,4161,0x3413413bd520,97,"InterpreterPushUndefinedAndArgsThenCallFunction"
code-creation,Builtin,5,4162,0x3413413bd600,94,"InterpreterPushArgsThenCallWithFinalSpread"
code-creation,Builtin,5,4162,0x3413413bd6c0,84,"InterpreterPushArgsThenConstruct"
code-creation,Builtin,5,4163,0x3413413bd780,93,"InterpreterPushArgsThenConstructFunction"
code-creation,Builtin,5,4164,0x3413413bd840,89,"InterpreterPushArgsThenConstructWithFinalSpread"
code-creation,Builtin,5,4164,0x3413413bd900,134,"InterpreterEnterBytecodeAdvance"
code-creation,Builtin,5,4165,0x3413413bda00,51,"InterpreterEnterBytecodeDispatch"
code-creation,Builtin,5,4166,0x3413413bdaa0,76,"InterpreterOnStackReplacement"
code-creation,Builtin,5,4166,0x3413413bdb60,474,"CheckOptimizationMarker"
code-creation,Builtin,5,4167,0x3413413bdda0,163,"InstantiateAsmJs"
code-creation,Builtin,5,4168,0x3413413bdec0,88,"NotifyDeoptimized"
code-creation,Builtin,5,4168,0x3413413bdf80,93,"NotifySoftDeoptimized"
code-creation,Builtin,5,4169,0x3413413be040,93,"NotifyLazyDeoptimized"
code-creation,Builtin,5,4170,0x3413413be100,45,"NotifyBuiltinContinuation"
code-creation,Builtin,5,4170,0x3413413be1a0,37,"ContinueToCodeStubBuiltin"
code-creation,Builtin,5,4171,0x3413413be240,45,"ContinueToCodeStubBuiltinWithResult"
code-creation,Builtin,5,4172,0x3413413be2e0,41,"ContinueToJavaScriptBuiltin"
code-creation,Builtin,5,4172,0x3413413be380,49,"ContinueToJavaScriptBuiltinWithResult"
code-creation,Builtin,5,4173,0x3413413be420,71,"OnStackReplacement"
code-creation,Builtin,5,4173,0x3413413be4e0,15,"HandleApiCall"
code-creation,Builtin,5,4174,0x3413413be560,29,"AllocateInNewSpace"
code-creation,Builtin,5,4175,0x3413413be5e0,36,"AllocateInOldSpace"
code-creation,Builtin,5,4175,0x3413413be680,635,"CopyFastSmiOrObjectElements"
code-creation,Builtin,5,4176,0x3413413be960,476,"GrowFastDoubleElements"
code-creation,Builtin,5,4177,0x3413413beba0,432,"GrowFastSmiOrObjectElements"
code-creation,Builtin,5,4177,0x3413413bedc0,275,"NewUnmappedArgumentsElements"
code-creation,Builtin,5,4180,0x3413413bef40,122,"FrameDropperTrampoline"
code-creation,Builtin,5,4181,0x3413413bf020,62,"HandleDebuggerStatement"
code-creation,Builtin,5,4182,0x3413413bf0c0,190,"NonPrimitiveToPrimitive_String"
code-creation,Builtin,5,4182,0x3413413bf1e0,99,"ToName"
code-creation,Builtin,5,4183,0x3413413bf2c0,486,"ToInteger"
code-creation,Builtin,5,4184,0x3413413bf520,124,"Typeof"
code-creation,Builtin,5,4184,0x3413413bf600,75,"GetSuperConstructor"
code-creation,Builtin,5,4185,0x3413413bf6c0,88,"ToBooleanLazyDeoptContinuation"
code-creation,Builtin,5,4185,0x3413413bf780,1835,"LoadICProtoArray"
code-creation,Builtin,5,4186,0x3413413bff20,2632,"ProxyGetProperty"
code-creation,Builtin,5,4187,0x3413413c09e0,1863,"LoadICProtoArrayThrowIfNonexistent"
code-creation,Builtin,5,4187,0x3413413c11a0,6397,"KeyedLoadIC_Megamorphic"
code-creation,Builtin,5,4188,0x3413413c2b00,44,"KeyedLoadIC_Miss"
code-creation,Handler,4,4189,0x3413413c2ba0,40,"An IC handler from the snapshot"
code-creation,Handler,4,4189,0x3413413c2c40,847,"An IC handler from the snapshot"
code-creation,Builtin,5,4190,0x3413413c3000,23032,"KeyedStoreIC_Megamorphic"
code-creation,Builtin,5,4191,0x3413413c8a60,23356,"KeyedStoreIC_Megamorphic_Strict"
code-creation,Builtin,5,4191,0x3413413ce600,44,"KeyedStoreIC_Miss"
code-creation,Handler,4,4192,0x3413413ce6a0,44,"An IC handler from the snapshot"
code-creation,Builtin,5,4193,0x3413413ce740,40,"LoadGlobalIC_Miss"
code-creation,Handler,4,4193,0x3413413ce7e0,40,"An IC handler from the snapshot"
code-creation,Builtin,5,4194,0x3413413ce880,199,"LoadField"
code-creation,Handler,4,4194,0x3413413ce9c0,92,"An IC handler from the snapshot"
code-creation,Builtin,5,4195,0x3413413cea80,24,"LoadIC_Getter_ForDeopt"
code-creation,Builtin,5,4196,0x3413413ceb00,44,"LoadIC_Miss"
code-creation,Handler,4,4196,0x3413413ceba0,40,"An IC handler from the snapshot"
code-creation,Builtin,5,4197,0x3413413cec40,2788,"LoadIC_Uninitialized"
code-creation,Builtin,5,4198,0x3413413cf7a0,44,"StoreIC_Miss"
code-creation,Builtin,5,4198,0x3413413cf840,27,"StoreIC_Setter_ForDeopt"
code-creation,Builtin,5,4199,0x3413413cf8c0,9908,"StoreIC_Uninitialized"
code-creation,Builtin,5,4199,0x3413413d1fe0,10208,"StoreICStrict_Uninitialized"
code-creation,Builtin,5,4200,0x3413413d4820,959,"DeleteProperty"
code-creation,Builtin,5,4201,0x3413413d4c40,25,"AbortJS"
code-creation,Builtin,5,4201,0x3413413d4cc0,79,"ArrayForEachLoopEagerDeoptContinuation"
code-creation,Builtin,5,4202,0x3413413d4d80,79,"ArrayForEachLoopLazyDeoptContinuation"
code-creation,Builtin,5,4203,0x3413413d4e40,79,"ArrayMapLoopEagerDeoptContinuation"
code-creation,Builtin,5,4203,0x3413413d4f00,279,"ArrayMapLoopLazyDeoptContinuation"
code-creation,Builtin,5,4204,0x3413413d5080,836,"CreateGeneratorObject"
code-creation,LoadIC,12,4205,0x3413413d5440,2543,"A load IC from the snapshot"
code-creation,Builtin,5,4205,0x3413413d5ea0,2435,"LoadIC_Noninlined"
code-creation,LoadIC,12,4206,0x3413413d68a0,32,"A load IC from the snapshot"
code-creation,KeyedLoadIC,14,4207,0x3413413d6920,3855,"A keyed load IC from the snapshot"
code-creation,KeyedLoadIC,14,4207,0x3413413d78a0,32,"A keyed load IC from the snapshot"
code-creation,StoreIC,15,4208,0x3413413d7920,7392,"A store IC from the snapshot"
code-creation,StoreIC,15,4209,0x3413413d9660,32,"A store IC from the snapshot"
code-creation,StoreIC,15,4209,0x3413413d96e0,7392,"A store IC from the snapshot"
